lon,lat,bio1,bio12,ph,sand,silt,clay,soc,best_crop
41.23241969921281,19.23546751009523,30.603832,214.0,80,527,263,210,172,wheat
44.58070562987622,18.80534756946686,26.791166,112.0,83,450,340,210,41,sorghum
46.53425080591173,21.300767235105468,28.184,88.0,82,484,309,207,47,date_palm
42.37893376094488,21.78261662652136,27.956833,125.0,82,507,287,207,46,sorghum
48.02572684872976,18.35776043223381,29.058666,61.0,81,542,308,150,52,date_palm
47.5214535117082,19.05826199855414,29.0035,65.0,82,536,313,150,51,date_palm
46.43267887586076,20.2498198645117,28.848667,81.0,82,504,309,187,41,date_palm
40.8729981703397,19.55590785936917,30.471527,166.0,80,462,316,222,135,wheat
44.8138314281471,26.15694949473473,25.285667,180.0,79,439,364,197,50,sorghum
42.57340243641508,27.16829222225168,23.2235,170.0,80,363,337,300,54,wheat
46.04164931878008,26.358425498761456,25.229834,179.0,78,463,306,231,25,sorghum
39.40383680061493,21.494476446300474,29.033167,82.0,81,568,284,148,36,date_palm
42.86835756255402,17.176844748113453,26.924833,106.0,80,478,321,201,64,sorghum
40.009285114384255,25.7625232038858,21.036833,140.0,81,526,291,182,35,wheat
48.94853007473136,24.76119496401222,25.913166,85.0,81,435,364,201,47,sorghum
47.83574222966603,22.486069791597338,28.081,77.0,82,479,316,205,43,date_palm
37.94887214823453,28.1694010325568,20.955166,61.0,81,479,271,250,31,date_palm
46.64949593066198,24.308935486153946,25.905333,120.0,79,466,320,214,44,sorghum
48.216927625764406,18.82244860968429,29.1055,61.0,82,559,301,140,61,date_palm
51.49562184260149,20.82793013343231,28.566666,62.0,80,540,312,147,44,date_palm
41.55391113836907,24.35426889178882,26.325333,118.0,81,538,280,183,31,sorghum
41.84751421309177,21.951766050049464,27.739,121.0,82,536,285,178,48,sorghum
48.24956100589358,28.19621554001309,25.892334,111.0,79,362,326,312,29,alfalfa
42.17956919412447,25.51915156683625,25.521833,135.0,80,366,365,269,42,sorghum
41.295449614549845,25.904059226923685,24.857334,125.0,81,402,362,236,28,sorghum
54.34033105260103,20.240144097446915,29.068333,88.0,79,561,294,145,49,date_palm
43.95272423476142,19.255113529216665,25.5285,150.0,81,485,319,197,96,sorghum
43.42608947961446,18.84934187144386,24.655333,170.0,82,468,349,183,61,sorghum
45.60323494325474,19.22816488288299,28.181667,87.0,82,496,322,182,53,date_palm
53.00608677664431,21.906569280302524,28.755167,72.0,79,537,283,180,42,date_palm
37.567035808944176,27.512138588279107,20.846,68.0,81,510,235,255,34,date_palm
38.76704002090691,25.333839640809927,27.015333,65.0,80,429,326,245,33,sorghum
45.3544657035882,27.130692741632267,25.431,204.0,79,391,351,258,30,alfalfa
39.6774367508107,26.76885359937329,22.144667,102.0,81,400,283,318,48,alfalfa
47.83788807841829,21.08912471486405,29.004667,67.0,82,493,338,169,48,date_palm
44.05012285828339,27.67783055997209,24.327333,177.0,80,307,442,252,38,sorghum
51.02453332428563,23.724828531454897,27.628334,67.0,79,584,259,157,50,date_palm
41.60207500099857,21.6837624315078,27.032833,125.0,82,533,263,205,45,sorghum
40.91881580023394,28.97006964529016,22.117334,92.0,80,406,304,290,62,alfalfa
50.35276405759424,21.10802754784853,28.656834,59.0,80,552,318,129,46,date_palm
39.84656533955129,28.408820142286302,21.426666,82.0,80,332,290,378,60,wheat
47.57568983648002,21.992325199816765,28.136,79.0,81,482,329,189,39,date_palm
42.91968253311138,27.47535834355785,23.415834,165.0,80,301,371,328,59,wheat
44.11807750904645,17.79310077631915,24.122,129.0,81,477,336,187,78,sorghum
47.505246628278,28.318003764995037,25.5255,148.0,80,429,315,256,22,sorghum
42.88566855206153,24.510730185551104,25.789667,140.0,79,505,312,183,24,sorghum
48.6199855805915,25.39329627384325,25.724667,94.0,80,471,319,210,41,sorghum
48.72610510942406,20.732350495367815,29.041,60.0,81,500,375,125,45,date_palm
43.61446840951099,18.049405729647617,21.3735,187.0,83,517,301,183,88,wheat
42.28037158799519,18.388872727399885,24.518667,228.0,79,422,344,234,170,alfalfa
42.86247461026412,22.88497434863012,27.654333,120.0,82,471,302,227,36,sorghum
53.38066814259444,19.832240844596345,29.035334,78.0,80,553,325,121,47,date_palm
38.65391313535336,29.73221746443404,21.807835,43.0,81,341,308,351,62,wheat
38.396816141126784,26.566592830431844,22.4475,77.0,78,410,309,281,78,alfalfa
43.73606903566864,25.649586348740712,25.145,166.0,79,405,332,263,28,sorghum
41.07510735646258,30.661860087659115,22.341833,81.0,80,304,379,317,42,date_palm
43.05010137490596,17.913837732850062,23.6655,173.0,81,476,331,193,144,wheat
42.11628054427857,19.212699305960943,19.015,280.0,76,538,242,220,248,wheat
44.10542061488299,23.35292256783259,27.486334,123.0,80,397,329,275,42,sorghum
44.32661037887883,28.18985863658664,24.4595,171.0,80,309,430,261,36,sorghum
41.11518305273704,26.250876877221216,23.845,128.0,81,387,356,257,42,sorghum
49.92990741344085,25.45875009152333,26.3535,74.0,81,488,315,197,35,date_palm
43.285479548592974,26.28479820825676,24.3105,173.0,79,443,301,257,43,sorghum
45.85125659145949,19.29499850120725,28.219667,84.0,82,517,316,167,51,date_palm
41.67441757383854,28.038603550837973,22.367332,141.0,79,410,281,309,56,wheat
48.4951977068588,20.267325926815538,29.057835,62.0,81,480,382,137,51,date_palm
55.14795726417324,20.454380895047247,29.028833,95.0,82,512,316,173,41,date_palm
41.8602582644943,21.239404568908032,26.646166,143.0,82,523,256,220,52,sorghum
48.558508965363856,26.12177370595403,25.556667,98.0,80,466,315,220,26,sorghum
35.052978867150465,28.17036631018663,25.154167,5.0,80,537,294,169,43,date_palm
44.18748001101446,25.60461539434043,25.119667,171.0,79,425,326,249,42,sorghum
42.64430199348372,19.353967558917866,24.335333,214.0,82,509,270,221,80,alfalfa
55.43977928880187,21.51814103073075,29.553833,98.0,80,434,327,239,53,sorghum
46.873055380465686,22.327587289161333,27.853834,87.0,82,469,333,198,46,date_palm
45.34915253244078,23.233325435333445,26.909,123.0,80,486,277,237,46,sorghum
47.6380640722028,27.40919882180736,25.715666,147.0,79,383,320,297,43,sorghum
46.53114702413241,24.95307899075614,25.3465,132.0,79,500,281,219,40,sorghum
39.64830446952786,23.339533650643133,26.992666,83.0,79,543,261,196,77,sorghum
43.23725756746629,28.87660471285066,23.211334,130.0,80,331,362,307,51,wheat
48.62321795630693,21.112427728772243,28.9635,62.0,81,492,330,178,47,date_palm
50.32111817253066,21.060656570086618,28.671167,58.0,80,569,318,113,48,date_palm
42.89059135201189,23.74990196082475,26.578667,130.0,81,460,332,207,34,sorghum
48.7663953276425,19.60494396588536,29.084,60.0,82,526,345,129,45,date_palm
41.04694752747584,25.89364280764917,24.563833,122.0,80,465,333,201,40,sorghum
39.9524114437974,20.83728996659784,29.948334,103.0,81,539,300,160,61,date_palm
42.78771425105992,17.38151560090179,26.987667,119.0,80,493,306,201,61,sorghum
44.122191230404525,22.177666728223585,26.479666,132.0,81,456,336,208,54,sorghum
45.85143628973361,25.122703156226976,25.236,147.0,79,479,303,218,42,sorghum
39.73784072036041,25.296135066333164,24.243334,98.0,82,578,256,166,32,date_palm
52.81349840874294,22.639510884106784,28.205667,70.0,79,547,261,192,37,date_palm
48.29489864276689,21.807425350267447,28.512333,68.0,81,479,361,160,45,date_palm
35.50322758026831,27.74612437358559,25.325666,9.0,81,512,301,188,84,sorghum
43.3414314136494,20.50154888572926,27.748833,141.0,82,521,306,173,51,sorghum
49.30934099316147,21.227290771054093,28.836332,60.0,80,504,356,141,45,date_palm
52.22992834125401,21.936095207482516,28.470833,66.0,80,516,310,174,46,date_palm
44.1300125556578,17.603374149903424,23.816,129.0,82,478,344,178,56,sorghum
46.10180658541459,18.79709214704219,28.042168,80.0,82,509,340,152,41,date_palm
42.86130953377405,24.88640647975378,25.584,143.0,79,489,308,203,31,sorghum
46.2739351032684,20.36912109624758,29.137833,80.0,82,461,312,227,42,date_palm
39.5225522254403,26.81509931471456,21.78,103.0,80,394,302,304,55,alfalfa
43.59425900701627,20.79231351534372,28.270166,128.0,83,453,302,245,44,sorghum
47.76280635479054,27.220534282632148,25.601166,131.0,79,401,321,279,26,alfalfa
46.40466618327383,23.22882022224812,26.966667,106.0,80,456,311,233,76,sorghum
37.10614733890421,29.07957084320289,19.025333,51.0,81,434,278,288,34,date_palm
39.74104570698561,26.7829355889211,22.209,102.0,80,388,286,325,37,sorghum
46.16187649929683,25.16127319731165,25.106167,147.0,79,462,308,230,34,sorghum
51.33828105668539,21.65429525340585,28.482334,60.0,80,506,339,155,48,date_palm
35.34444469193817,29.082432904068217,18.016834,44.0,78,306,394,300,103,wheat
52.54017547025427,21.85460830276241,28.5455,66.0,80,568,291,141,49,date_palm
39.36210637641587,21.499987585959403,28.966667,81.0,80,593,262,145,33,date_palm
36.45126595909984,27.635743802280167,22.287333,38.0,79,428,302,270,83,wheat
45.6704945252571,28.41254914235128,25.401167,223.0,80,299,423,278,32,alfalfa
43.9954926734808,23.847625588126647,26.4105,140.0,80,458,303,239,35,sorghum
42.78843350104182,26.877352070897476,23.425833,169.0,80,374,326,301,47,wheat
41.04611519553298,27.27091849299213,22.0925,142.0,80,349,298,353,53,wheat
42.74340593788121,18.68274530919071,22.922167,213.0,82,500,310,190,96,wheat
48.78460880168571,21.073117455189383,28.886168,63.0,80,495,342,163,52,date_palm
45.59059248543096,23.67105052615534,26.545834,123.0,81,483,316,201,45,sorghum
47.64174168894791,26.98934313488005,25.680666,132.0,79,454,305,240,20,sorghum
49.6316345156863,23.681833342372272,27.296167,69.0,81,473,346,182,43,date_palm
42.26770340616828,20.31766335105418,25.9135,188.0,81,542,245,212,87,sorghum
45.3885258775866,23.2372333543362,26.8995,123.0,80,500,288,212,41,sorghum
42.96380435098723,22.393716268106598,28.139668,121.0,82,494,317,189,42,sorghum
46.59834029241064,21.409006871623173,28.059334,88.0,82,506,316,178,43,date_palm
42.78467097145838,26.31224506170709,23.807167,170.0,80,445,318,237,37,sorghum
43.66476593296065,29.52113176721162,23.566833,110.0,79,242,350,408,52,sorghum
46.845244770697136,24.11680949321287,25.974833,112.0,80,474,322,205,45,sorghum
48.898766688367246,24.554836084212056,26.098999,84.0,81,465,350,186,49,sorghum
44.23009353404102,23.792806343860704,26.314333,138.0,80,420,298,282,49,sorghum
47.78936063050379,23.706769331188887,26.487999,93.0,81,463,304,233,33,sorghum
47.69672882263672,23.46098478043751,26.656666,92.0,81,476,304,220,35,sorghum
54.82216746441355,20.417024034877443,28.797,93.0,80,500,286,214,41,sorghum
44.117930370624414,24.369541662648423,25.822166,147.0,80,410,330,260,41,sorghum
49.22860046167247,22.47070217135397,28.213,66.0,80,532,322,145,41,date_palm
48.770760527878224,27.078094172757872,25.950834,100.0,79,347,317,335,34,sorghum
48.6287763456713,25.898123974951474,25.875334,94.0,81,437,342,221,31,sorghum
46.01612583440502,18.50897617503593,28.003666,78.0,81,496,304,200,50,date_palm
46.50688747332237,21.05989050838473,28.359833,86.0,82,476,330,193,42,date_palm
38.98634794353718,22.75994045377572,28.4775,63.0,80,527,269,204,176,date_palm
46.192223755148994,28.34343055422912,25.256834,246.0,79,334,370,296,42,wheat
41.81314228208386,31.093990251134016,22.967167,72.0,80,269,448,283,52,wheat
51.2827719518376,21.32686637350552,28.550833,61.0,81,505,338,157,46,date_palm
44.770591212074265,21.16671735175631,28.185333,107.0,83,440,360,200,48,date_palm
44.27224375522341,25.82948570687047,25.3705,173.0,80,404,351,245,36,sorghum
34.93936124950266,28.91339017425486,20.724834,17.0,78,344,323,333,108,alfalfa
45.8058641177678,22.25977037081637,28.117666,100.0,82,438,311,251,43,sorghum
43.062072631573805,19.48527510025759,25.668167,183.0,81,514,303,183,76,sorghum
37.53407928059217,30.012312363714894,19.664667,38.0,80,325,298,377,42,date_palm
36.26284472704661,27.56289995750558,23.6745,27.0,79,479,330,191,39,date_palm
48.56172419506051,22.46372688497288,27.778667,70.0,81,499,323,178,47,date_palm
38.63293596724351,25.5388207996155,26.7535,63.0,80,443,327,230,31,date_palm
50.05959753539415,22.376300453832325,28.270834,63.0,79,542,313,145,44,date_palm
46.02581366156298,18.96285951476885,28.0485,82.0,82,518,323,160,47,date_palm
47.27090848699211,27.293101243691236,25.821833,151.0,80,422,341,237,29,sorghum
36.38295894214328,26.98556878834314,24.941833,23.0,80,490,308,202,42,date_palm
40.79657271915033,24.86808184318597,25.751333,106.0,81,507,337,156,34,sorghum
50.69939451651001,23.19982540788564,27.886168,67.0,79,526,315,159,43,date_palm
46.93686569006856,20.390791582774543,28.980999,76.0,82,444,353,203,46,date_palm
48.03229750121794,27.28947243262937,25.664167,120.0,79,451,273,277,29,sorghum
39.84983332265926,23.53233099732514,26.211166,90.0,82,532,290,179,30,date_palm
49.54989796564003,18.71208759974528,29.189833,55.0,82,550,312,138,43,date_palm
40.610132507621394,25.161260212854685,25.508333,104.0,81,536,293,171,38,sorghum
48.70117942231719,24.98490048913844,25.815332,90.0,81,494,302,205,41,sorghum
45.158035462430206,26.69011629992593,25.028,195.0,79,406,374,220,25,alfalfa
39.45675787489039,27.12733598391629,21.608168,96.0,79,411,305,284,38,sorghum
54.60992671537676,21.22222457309509,29.402834,88.0,79,488,303,209,35,date_palm
42.638707440368336,28.49033915091649,22.764833,139.0,79,333,339,329,52,wheat
46.62027999442149,26.192250983447643,25.400667,158.0,79,459,277,264,31,sorghum
40.90610249137291,23.437428173894933,26.899166,101.0,81,551,297,151,31,date_palm
49.93915300536292,20.04216005939349,28.979334,57.0,80,503,372,125,50,date_palm
41.91598960302544,30.440461871692584,23.039833,78.0,80,314,377,309,44,sorghum
39.73204744384583,29.061521278024934,21.439,69.0,80,344,323,333,41,wheat
45.62222320505136,26.469747235076635,25.154833,186.0,79,428,341,232,24,sorghum
39.971172251024456,23.748393624233287,25.094166,100.0,81,540,284,176,55,sorghum
45.58964342501821,22.06494902053124,28.089167,100.0,81,443,294,263,41,sorghum
48.72913292842314,24.088921519245048,26.662834,83.0,81,434,318,248,47,sorghum
42.44419636255019,27.45853411095732,22.865334,162.0,80,321,357,321,76,wheat
40.70117654203541,25.875597499405703,24.336,115.0,81,391,358,251,43,sorghum
36.47465066635054,26.571044101770863,24.432167,26.0,80,439,322,239,66,sorghum
43.15384139151029,18.96147421929228,24.897333,182.0,82,518,305,177,56,sorghum
37.38394740548681,27.39806376168127,19.3545,80.0,81,578,206,216,32,date_palm
50.83325263208694,24.26584266721725,27.1565,68.0,80,582,276,142,42,date_palm
46.77789687680507,26.20290967588643,25.328,153.0,79,478,310,212,25,sorghum
37.93372716302283,31.371261171036775,19.633333,65.0,79,303,334,364,60,wheat
50.83741534911869,23.48471899695587,27.728666,66.0,79,518,319,163,48,date_palm
39.28218112856892,26.897777288175043,21.694334,95.0,80,365,333,302,56,alfalfa
44.02145299936428,22.743996440195048,27.088667,128.0,81,540,271,189,43,sorghum
51.91014060603458,21.34649530437734,28.4955,65.0,80,542,303,155,48,date_palm
47.81965332319256,26.02873852974886,25.632334,117.0,79,447,344,209,25,sorghum
43.221130265911896,29.985332555180285,23.406,94.0,80,237,407,356,55,sorghum
40.22882339977064,23.38790287631672,26.5785,92.0,82,511,316,173,27,date_palm
41.47056961261477,24.775027678468312,25.690834,120.0,80,523,314,162,31,sorghum
42.29806340574871,24.97693870937781,26.216333,129.0,80,319,413,268,56,sorghum
47.56349360728281,28.055836622826845,25.633667,148.0,79,377,354,269,25,alfalfa
38.15687871194828,27.879501027677325,21.659,62.0,80,420,277,303,30,date_palm
40.26638495737793,31.79461412230573,19.980833,99.0,80,263,391,346,50,wheat
51.00525826951018,22.774600325642144,28.081501,64.0,80,552,312,135,41,date_palm
45.788404948665296,24.695789848880125,25.972166,138.0,79,379,350,270,48,sorghum
40.38556230427028,28.969186100597614,21.856333,81.0,81,352,294,354,47,wheat
45.780815926724834,27.577916533872035,25.907667,214.0,79,328,419,253,31,alfalfa
49.76735107560014,21.04548068040977,28.771334,59.0,80,491,362,146,53,date_palm
39.72289700343077,27.022232810521395,21.386333,111.0,79,441,307,252,36,alfalfa
41.69531069733987,26.275495974789287,24.273167,139.0,80,357,337,306,46,wheat
41.59474480588942,24.74016286846929,25.830166,120.0,80,444,347,208,38,sorghum
47.11507171218354,17.85075453367096,28.671167,65.0,82,555,287,158,49,date_palm
38.45937083383536,25.215591238789795,26.077168,71.0,80,470,318,212,40,sorghum
53.87665012411786,21.189757891382424,29.234833,80.0,80,558,338,104,47,date_palm
50.46546559089742,19.07966454812389,28.770666,56.0,81,577,287,136,43,date_palm
40.15674334229448,23.585612392200225,25.062666,105.0,81,519,320,161,32,sorghum
40.057007736307895,21.36369005078621,28.9185,97.0,80,504,311,185,80,sorghum
38.98523386065808,28.749495953960704,21.807833,59.0,80,383,320,297,36,wheat
49.19611915992043,26.16717092800201,25.926834,86.0,80,425,335,241,29,sorghum
53.67165331380292,20.876888953594072,29.211334,80.0,80,547,347,105,46,date_palm
38.121126545099536,29.133186341588697,21.311666,44.0,81,422,314,263,35,wheat
43.87806473600678,29.392516598030795,23.810667,116.0,80,276,360,364,47,sorghum
48.88218911779006,25.565512080741883,25.911001,89.0,80,463,322,215,40,sorghum
43.30694862442519,18.636832507564787,23.677166,180.0,83,492,313,195,69,wheat
46.495743470724975,22.1637156592342,27.713,95.0,82,452,317,231,47,sorghum
38.94693978373408,27.985055058334524,21.938,66.0,80,365,297,338,30,date_palm
37.37524309875965,29.112273274475363,20.116167,45.0,81,428,283,289,40,date_palm
38.92466006323336,23.39772626367581,28.5465,70.0,80,542,288,170,36,date_palm
42.47961673828932,20.612202170367453,26.957666,166.0,81,553,246,201,92,sorghum
48.819464112911874,25.141811942401223,25.676834,90.0,81,459,350,191,41,sorghum
48.2291219997508,23.99423034482265,26.580666,89.0,81,451,331,218,37,sorghum
47.46341282988293,24.718101130629396,25.559334,112.0,80,485,295,220,35,sorghum
39.38309172454157,28.023135736023686,21.4045,81.0,80,359,281,359,39,wheat
39.526940677089634,25.27714021269609,25.130333,87.0,81,517,295,188,31,sorghum
53.71620157490853,22.091945288309457,28.924667,78.0,80,554,332,114,66,date_palm
51.80478664352741,22.482364728070344,28.301666,65.0,80,543,294,163,49,date_palm
50.31322638044856,19.224028316952065,28.905666,56.0,81,584,293,123,44,date_palm
45.06205173805751,23.41587096496711,26.971,126.0,81,443,285,272,46,sorghum
45.11301492976091,19.13482970578428,27.953167,93.0,82,494,305,201,39,date_palm
50.55322899690549,23.778315678226203,27.3755,68.0,79,500,314,185,44,date_palm
46.32655024879525,22.106626673358065,27.209167,98.0,82,533,268,199,40,sorghum
46.96509128613313,28.60706941619601,25.4695,172.0,79,336,371,293,32,alfalfa
42.88790621192206,16.785519225197277,26.999334,92.0,80,509,252,240,138,sorghum
40.95990920422158,29.46791190628901,22.155832,85.0,81,355,291,355,63,alfalfa
48.57952029167105,18.92702430543961,29.187,59.0,82,529,317,154,53,date_palm
44.28417525438262,27.94590597492741,24.538334,177.0,79,307,406,287,43,sorghum
41.10545395610247,29.88945334063473,22.514166,80.0,81,347,323,330,47,date_palm
47.76958501020576,27.72985903168215,25.577,137.0,79,444,279,277,30,sorghum
41.43259565479966,21.233959175254515,25.952,141.0,82,522,276,202,65,sorghum
41.40491163866962,24.27879643489236,26.802166,108.0,81,491,315,194,31,sorghum
40.32510734100048,22.401651557331057,25.243166,106.0,82,530,292,178,33,sorghum
51.148003463310985,24.54435021532344,27.311333,66.0,79,614,231,155,42,date_palm
37.86103122381992,26.55593390105317,21.860834,71.0,78,414,325,262,53,wheat
44.68355262820475,24.21296959011586,25.937334,150.0,79,480,301,219,35,sorghum
51.10053505974922,20.773475295752785,28.579332,60.0,81,525,342,133,43,date_palm
49.96941937745031,20.43455623430908,28.926167,59.0,81,486,365,149,51,date_palm
46.76610604096725,24.374780404363065,25.791334,115.0,80,515,282,203,42,sorghum
40.64490385903255,24.817371639628234,26.465334,97.0,80,531,292,177,27,sorghum
47.61635538152649,26.881896038099026,25.735834,133.0,79,434,349,218,25,sorghum
51.01193294313597,21.9929047234239,28.413668,60.0,80,520,334,146,46,date_palm
43.4299581025784,20.60870939055154,28.0115,136.0,83,491,331,177,54,date_palm
39.425757644370144,21.86190914045088,29.303667,78.0,80,524,298,178,25,date_palm
44.80642974200601,22.466436643188093,27.452333,118.0,81,486,343,171,41,sorghum
41.0884048409914,25.78232223528311,24.6965,122.0,80,428,316,256,41,sorghum
43.227721897183535,27.258323833579723,23.7755,172.0,79,291,416,293,58,wheat
46.97024403860394,25.82478577586308,25.241,142.0,79,474,313,213,33,sorghum
49.21050293444338,22.377264628006586,28.251333,65.0,81,527,331,142,42,date_palm
45.45353448238107,28.07830898359834,25.818834,212.0,80,318,420,262,30,alfalfa
52.28361413164026,20.01403587336829,28.5755,67.0,80,597,294,108,51,date_palm
52.42782654049706,19.653943512158698,28.566,70.0,81,558,318,124,50,date_palm
50.506091217282695,25.231368105933747,26.977083,72.0,80,578,269,153,45,date_palm
42.42774827602871,23.83045797650028,27.061666,123.0,81,447,327,226,29,sorghum
38.058152305763336,27.14632304463524,21.111166,71.0,80,432,271,298,35,date_palm
38.08986439855439,27.869558046712136,21.426332,64.0,81,444,255,301,37,date_palm
40.00354862010326,25.500424740385064,21.688334,130.0,80,527,291,182,59,wheat
47.69205161950411,24.95162328309918,25.6435,110.0,80,429,336,235,44,sorghum
47.76912060189847,24.641424636999865,25.615168,105.0,81,492,293,215,44,sorghum
36.75026143753443,28.916457163909044,20.966833,37.0,80,419,289,292,56,wheat
45.60546958951216,22.950154701891947,27.602167,110.0,80,450,306,244,57,sorghum
49.798828962342405,24.66774632035365,26.577,73.0,80,466,331,204,45,sorghum
49.431652915300994,22.429384588429443,28.317333,64.0,80,515,316,169,40,date_palm
46.20668354274147,27.773695809253823,25.735832,224.0,80,306,387,307,32,alfalfa
53.58749034963489,20.003384849888285,29.0975,81.0,80,548,328,123,81,date_palm
43.287361753232574,22.62616976060153,27.315834,124.0,83,496,306,198,52,sorghum
43.26708102214886,18.005234631955883,19.357666,236.0,78,465,281,254,141,wheat
43.34860269971252,17.635045953560027,22.551666,167.0,82,423,364,213,73,wheat
46.43086871482037,22.75646049794654,25.992332,117.0,80,491,306,203,47,sorghum
42.7128049959604,25.984121477958563,24.977667,152.0,80,365,368,267,43,sorghum
37.72014928071295,25.943004182224733,22.736166,70.0,78,504,300,196,94,wheat
40.01772706069995,25.237459629795445,24.005667,106.0,81,549,282,169,33,sorghum
37.49164796463003,27.936451662269363,21.037666,60.0,81,383,314,303,34,date_palm
53.92076474778743,20.3881293986866,29.235,82.0,81,531,340,129,42,date_palm
46.22689055736439,21.67451458002189,27.932833,93.0,82,455,316,228,42,date_palm
38.33886120936063,30.109680779213686,21.071833,41.0,79,331,325,344,123,wheat
42.38844563644588,19.6394218644364,25.315,214.0,80,488,287,225,144,alfalfa
50.35015499727221,22.645419026720944,28.081667,63.0,80,524,310,165,41,date_palm
50.38441214617021,25.23676165316995,26.596666,73.0,80,515,230,255,36,sorghum
40.876802013298814,29.920221820377183,22.2005,77.0,81,358,327,316,41,date_palm
52.29810207421221,19.37984536431322,28.546833,67.0,81,578,327,95,49,date_palm
49.88838662916029,20.02475885033175,28.966167,58.0,81,483,389,128,55,date_palm
49.85768276475079,21.710283795806085,28.590834,59.0,80,547,287,166,38,date_palm
36.887054027480566,29.534766238526338,18.170166,47.0,81,365,321,314,39,date_palm
43.86984420060573,24.45636276455106,25.978333,145.0,79,364,371,265,36,sorghum
41.69234192672564,24.87162949143296,25.842167,122.0,81,507,317,176,33,sorghum
50.35066135709249,24.71789512505487,26.681334,73.0,81,511,311,179,42,date_palm
37.06108921514234,27.293487541799564,18.9155,78.0,79,510,253,237,68,wheat
42.91818711425907,17.55956810996312,22.083,189.0,81,432,388,181,213,wheat
35.814911217232776,28.24701709741976,20.269333,33.0,80,403,320,277,39,wheat
40.97322703869968,22.69299292994475,27.967333,97.0,82,467,310,223,34,date_palm
37.23708875206086,25.865695843100674,25.605,38.0,79,446,346,209,47,sorghum
38.070036859365935,29.224607196347044,21.360167,44.0,82,403,324,273,35,date_palm
45.12781507468541,24.664939639060783,25.802834,144.0,79,389,349,261,47,sorghum
46.613995076739286,23.12328408073187,26.293833,112.0,80,486,315,199,54,sorghum
51.224832356410126,22.83924982389773,28.121166,65.0,80,567,284,149,42,date_palm
45.5332159821948,23.83522604976482,26.466333,125.0,80,465,302,233,55,sorghum
40.61643805533939,30.069698148997176,21.989332,75.0,81,374,331,295,44,wheat
38.28050886477354,28.569479279140992,21.049,57.0,81,441,281,278,35,date_palm
42.78010424405449,28.379564703762988,22.745167,143.0,80,323,353,324,61,wheat
40.09316686187426,28.90527796933713,21.642,79.0,81,352,301,347,57,wheat
38.557120549593016,25.29813151718771,26.252167,71.0,79,429,366,205,32,sorghum
42.68451164860004,28.36513185828563,22.751667,143.0,80,339,319,342,60,wheat
39.84778980201665,29.450397555585816,22.260166,58.0,81,412,292,295,36,date_palm
42.63650186250731,23.10594813034465,27.707333,119.0,81,424,357,219,38,sorghum
48.498250362057846,23.608000580513387,27.097166,82.0,81,433,341,225,40,sorghum
55.37757054012455,22.10954546922556,29.619333,99.0,80,449,358,192,33,date_palm
44.36209393971671,23.157624832033346,27.599667,121.0,80,396,354,250,47,sorghum
44.43288462022539,21.78228785661185,26.844667,126.0,82,457,344,199,47,sorghum
46.116328547247406,19.39325937740215,28.341667,80.0,82,485,331,184,52,date_palm
45.09062139023776,26.466504462193587,24.881,193.0,79,437,353,210,26,sorghum
42.29496967301645,21.76326691180235,27.557499,130.0,82,504,314,182,49,sorghum
41.72803940311911,31.08177590096373,22.9385,73.0,80,315,413,271,41,sorghum
49.23979580052603,22.39568956294605,28.251333,65.0,80,531,328,141,44,date_palm
41.79158480310251,24.489944965838284,26.3605,118.0,80,457,345,198,36,sorghum
45.34201491924618,26.35495113907133,25.105667,184.0,78,420,360,220,35,sorghum
43.54557792014394,21.967966761029828,27.723999,123.0,83,441,334,225,44,sorghum
47.74851379021251,21.641633031354505,28.5955,73.0,81,494,304,202,41,date_palm
39.7921669545309,25.183165239063182,24.550167,98.0,82,541,283,177,32,date_palm
39.05766231293836,24.224234593792325,24.455,93.0,79,517,289,194,66,sorghum
40.55908885405322,22.34961023954452,26.853666,97.0,82,515,288,197,30,date_palm
39.043444900134354,28.578043043098784,21.895334,63.0,80,389,280,331,31,date_palm
41.86725081554597,30.68339295991978,23.046333,75.0,79,303,391,306,53,wheat
42.184514949966896,18.384789448214256,25.446833,231.0,79,429,346,225,191,alfalfa
34.99198652776914,29.310020754896502,22.0155,11.0,80,420,287,293,191,alfalfa
44.818372737955386,18.30114427295792,26.860666,97.0,82,478,335,187,40,sorghum
45.33367855176337,17.896422793852786,27.356167,82.0,81,492,281,227,44,date_palm
48.72020723638019,25.30925455627925,25.6605,93.0,80,463,294,243,38,sorghum
39.44952839896358,27.19222605171776,21.995667,90.0,79,394,280,325,36,sorghum
37.174548784653176,31.48286403487533,19.708834,49.0,80,253,370,377,63,wheat
41.88720181442068,18.19696692847228,27.737167,208.0,80,494,347,158,184,date_palm
36.39181114021471,28.041988770441115,20.419666,47.0,80,409,332,259,60,wheat
37.46749978460057,27.366446034637185,19.279501,84.0,80,539,218,243,33,sorghum
36.4528905104241,26.375868765549757,25.119333,24.0,80,503,335,162,48,date_palm
41.840107114212095,18.259454529092867,26.9615,233.0,79,439,330,230,253,sorghum
48.09845494467135,28.3012851888749,25.643833,111.0,79,388,302,310,24,alfalfa
52.17525174494614,19.727403581076477,28.528334,68.0,81,556,327,117,47,date_palm
40.34296450018263,23.665020193016456,26.9885,92.0,81,478,315,207,29,date_palm
40.70222588136854,28.6568165188083,21.834333,94.0,81,353,301,346,57,alfalfa
